Id,Sentiment Labels for ChatGPT Answers,Sentiment Labels for SO Answers
100210,Positive,Positive
100280,Positive,Positive
100290,Positive,Positive
100420,Positive,Positive
100460,Positive,Positive
100480,Positive,Positive
100500,Positive,Positive
100620,Positive,Positive
100780,Positive,Positive
100820,Positive,Positive
100860,Positive,Positive
100960,Positive,Positive
100990,Positive,Positive
101070,Positive,Positive
101100,Positive,Positive
101150,Positive,Positive
101180,Positive,Positive
101270,Positive,Positive
101290,Positive,Positive
101460,Positive,Positive
101470,Positive,Positive
101540,Positive,Positive
101850,Positive,Positive
101880,Positive,Positive
102040,Positive,Positive
102070,Positive,Positive
102230,Positive,Positive
102240,Positive,Positive
102320,Positive,Positive
102470,Positive,Positive
102600,Positive,Positive
102640,Positive,Positive
102690,Positive,Positive
102720,Positive,Positive
102850,Positive,Positive
102900,Positive,Positive
102940,Positive,Positive
102980,Positive,Positive
103000,Positive,Positive
103170,Positive,Positive
103240,Positive,Positive
103280,Positive,Positive
103460,Positive,Positive
103480,Positive,Positive
103560,Positive,Positive
103630,Positive,Positive
103980,Positive,Positive
104230,Positive,Positive
104270,Positive,Positive
104330,Positive,Positive
104380,Positive,Positive
104420,Positive,Positive
104500,Positive,Positive
104520,Positive,Positive
104550,Positive,Positive
104620,Positive,Positive
104640,Positive,Positive
104850,Positive,Positive
104890,Positive,Positive
104920,Positive,Positive
104960,Positive,Positive
105000,Positive,Positive
105100,Positive,Positive
105130,Positive,Positive
105310,Positive,Positive
105330,Positive,Positive
105340,Positive,Positive
105400,Positive,Positive
105480,Positive,Positive
105610,Positive,Positive
105710,Positive,Positive
105720,Positive,Positive
105770,Positive,Positive
105810,Positive,Positive
105830,Positive,Positive
105950,Positive,Positive
106000,Positive,Positive
106310,Positive,Positive
106340,Positive,Positive
106400,Positive,Positive
106470,Positive,Positive
106540,Positive,Positive
106630,Positive,Positive
106770,Positive,Positive
106800,Positive,Positive
106820,Positive,Positive
106850,Positive,Positive
106880,Positive,Positive
106920,Positive,Positive
107150,Positive,Positive
107160,Positive,Positive
107390,Positive,Positive
107600,Positive,Positive
107660,Positive,Positive
107800,Positive,Positive
107840,Positive,Positive
108000,Positive,Positive
108010,Positive,Positive
108200,Positive,Positive
108270,Positive,Positive
108320,Positive,Positive
108380,Positive,Positive
108440,Positive,Positive
108650,Positive,Positive
108690,Positive,Positive
108900,Positive,Positive
108940,Positive,Positive
109000,Positive,Positive
109070,Positive,Positive
109210,Positive,Positive
109230,Positive,Positive
109280,Positive,Positive
109480,Positive,Positive
109520,Positive,Positive
109580,Positive,Positive
109620,Positive,Positive
109710,Positive,Positive
109790,Positive,Positive
109810,Positive,Positive
109830,Positive,Positive
109880,Positive,Positive
109930,Positive,Positive
109970,Positive,Positive
110030,Positive,Positive
110430,Positive,Positive
110680,Positive,Positive
110760,Positive,Positive
110920,Positive,Positive
110930,Positive,Positive
111050,Positive,Positive
111140,Positive,Positive
111330,Positive,Positive
111390,Positive,Positive
111410,Positive,Positive
111440,Positive,Positive
111460,Positive,Positive
111630,Positive,Positive
111700,Positive,Positive
111910,Positive,Positive
112010,Positive,Positive
112190,Positive,Positive
112320,Positive,Positive
112440,Positive,Positive
112480,Positive,Positive
112730,Positive,Positive
112770,Positive,Positive
112780,Positive,Positive
112870,Positive,Positive
112940,Positive,Positive
112970,Positive,Positive
113090,Positive,Positive
113150,Positive,Positive
113170,Positive,Positive
113440,Positive,Positive
113640,Positive,Positive
113730,Positive,Positive
113750,Positive,Positive
113780,Positive,Positive
113830,Positive,Positive
113860,Positive,Positive
113930,Positive,Positive
114010,Positive,Positive
114180,Positive,Positive
114260,Positive,Positive
114320,Positive,Positive
114590,Positive,Positive
114830,Positive,Positive
114860,Positive,Positive
114910,Positive,Positive
114950,Positive,Positive
114970,Positive,Positive
115060,Positive,Positive
115210,Positive,Positive
115420,Positive,Positive
115500,Positive,Positive
115530,Positive,Positive
115720,Positive,Positive
115770,Positive,Positive
115850,Positive,Positive
115930,Positive,Positive
116050,Positive,Positive
116090,Positive,Positive
116140,Positive,Positive
116560,Positive,Positive
116610,Positive,Positive
116630,Positive,Positive
116640,Positive,Positive
116650,Positive,Positive
116690,Positive,Positive
116760,Positive,Positive
116810,Positive,Positive
116830,Positive,Positive
117110,Positive,Positive
117150,Positive,Positive
117240,Positive,Positive
117250,Positive,Positive
117570,Positive,Positive
117590,Positive,Positive
117620,Positive,Positive
117690,Positive,Positive
117800,Positive,Positive
117810,Positive,Positive
117900,Positive,Positive
117920,Positive,Positive
117930,Positive,Positive
117940,Positive,Positive
117960,Positive,Positive
118040,Positive,Positive
118070,Positive,Positive
118100,Positive,Positive
118130,Positive,Positive
118190,Positive,Positive
118260,Positive,Positive
118270,Positive,Positive
118280,Positive,Positive
118320,Positive,Positive
118370,Positive,Positive
118490,Positive,Positive
118500,Positive,Positive
118540,Positive,Positive
118590,Positive,Positive
118630,Positive,Positive
118730,Positive,Positive
118750,Positive,Positive
118910,Positive,Positive
118990,Positive,Positive
119000,Positive,Positive
119060,Positive,Positive
119160,Positive,Positive
119180,Positive,Positive
119390,Positive,Positive
119540,Positive,Positive
119550,Positive,Positive
119730,Positive,Positive
119860,Positive,Positive
119960,Positive,Positive
119980,Positive,Positive
120000,Positive,Positive
120170,Positive,Positive
120180,Positive,Positive
120240,Positive,Positive
120250,Positive,Positive
120380,Positive,Positive
120420,Positive,Positive
120460,Positive,Positive
120470,Positive,Positive
120540,Positive,Positive
120900,Positive,Positive
121000,Positive,Positive
121110,Positive,Positive
121240,Positive,Positive
121280,Positive,Positive
121350,Positive,Positive
121490,Positive,Positive
121680,Positive,Positive
121700,Positive,Positive
121810,Positive,Positive
122110,Positive,Positive
122160,Positive,Positive
122400,Positive,Positive
122690,Positive,Positive
122920,Positive,Positive
122990,Positive,Positive
123000,Positive,Positive
123080,Positive,Positive
123290,Positive,Positive
123430,Positive,Positive
123480,Positive,Positive
123540,Positive,Positive
123690,Positive,Positive
123900,Positive,Positive
123920,Positive,Positive
124040,Positive,Positive
124170,Positive,Positive
124210,Positive,Positive
124240,Positive,Positive
124250,Positive,Positive
124280,Positive,Positive
124360,Positive,Positive
124540,Positive,Positive
124630,Positive,Positive
124650,Positive,Positive
124780,Positive,Positive
124880,Positive,Positive
125050,Positive,Positive
125100,Positive,Positive
125190,Positive,Positive
125230,Positive,Positive
125400,Positive,Positive
125470,Positive,Positive
125540,Positive,Positive
125570,Positive,Positive
125580,Positive,Positive
125610,Positive,Positive
125620,Positive,Positive
125710,Positive,Positive
125730,Positive,Positive
125850,Positive,Positive
125880,Positive,Positive
125930,Positive,Positive
126070,Positive,Positive
126100,Positive,Positive
126210,Positive,Positive
126230,Positive,Positive
126260,Positive,Positive
126320,Positive,Positive
126350,Positive,Positive
126430,Positive,Positive
126450,Positive,Positive
126510,Positive,Positive
126520,Positive,Positive
126680,Positive,Positive
126700,Positive,Positive
126710,Positive,Positive
126720,Positive,Positive
126790,Positive,Positive
126800,Positive,Positive
126870,Positive,Positive
126980,Positive,Positive
127040,Positive,Positive
127150,Positive,Positive
127190,Positive,Positive
127290,Positive,Positive
127360,Positive,Positive
127440,Positive,Positive
127530,Positive,Positive
127610,Positive,Positive
127630,Positive,Positive
127780,Positive,Positive
127890,Positive,Positive
128120,Positive,Positive
128190,Positive,Positive
128350,Positive,Positive
128430,Positive,Positive
128450,Positive,Positive
128470,Positive,Positive
128480,Positive,Positive
128560,Positive,Positive
128570,Positive,Positive
128580,Positive,Positive
128660,Positive,Positive
128710,Positive,Positive
128830,Positive,Positive
128870,Positive,Positive
128990,Positive,Positive
129120,Positive,Positive
129160,Positive,Positive
129310,Positive,Positive
129330,Positive,Positive
129360,Positive,Positive
129510,Positive,Positive
129560,Positive,Positive
129650,Positive,Positive
129740,Positive,Positive
129800,Positive,Positive
129890,Positive,Positive
129920,Positive,Positive
130020,Positive,Positive
130120,Positive,Positive
130170,Positive,Positive
130240,Positive,Positive
130500,Positive,Positive
130570,Positive,Positive
130640,Positive,Positive
130720,Positive,Positive
130730,Positive,Positive
130740,Positive,Positive
130790,Positive,Positive
130800,Positive,Positive
130960,Positive,Positive
131020,Positive,Positive
131040,Positive,Positive
131050,Positive,Positive
131110,Positive,Positive
131540,Positive,Positive
131600,Positive,Positive
131690,Positive,Positive
131840,Positive,Positive
131920,Positive,Positive
132030,Positive,Positive
132040,Positive,Positive
132070,Positive,Positive
132210,Positive,Positive
132270,Positive,Positive
132280,Positive,Positive
132330,Positive,Positive
132390,Positive,Positive
132440,Positive,Positive
132590,Positive,Positive
132620,Positive,Positive
132720,Positive,Positive
132750,Positive,Positive
132830,Positive,Positive
132860,Positive,Positive
132940,Positive,Positive
133270,Positive,Positive
133310,Positive,Positive
133320,Positive,Positive
133330,Positive,Positive
133350,Positive,Positive
133390,Positive,Positive
133420,Positive,Positive
133430,Positive,Positive
133610,Positive,Positive
133660,Positive,Positive
133680,Positive,Positive
133690,Positive,Positive
133710,Positive,Positive
133840,Positive,Positive
133860,Positive,Positive
133880,Positive,Positive
133950,Positive,Positive
134090,Positive,Positive
134110,Positive,Positive
134470,Positive,Positive
134490,Positive,Positive
134510,Positive,Positive
134520,Positive,Positive
134580,Positive,Positive
134650,Positive,Positive
134680,Positive,Positive
134950,Positive,Positive
135000,Positive,Positive
135010,Positive,Positive
135020,Positive,Positive
135130,Positive,Positive
135330,Positive,Positive
135530,Positive,Positive
135580,Positive,Positive
135600,Positive,Positive
135670,Positive,Positive
135730,Positive,Positive
136050,Positive,Positive
136190,Positive,Positive
136300,Positive,Positive
136500,Positive,Positive
136580,Positive,Positive
136650,Positive,Positive
136770,Positive,Positive
136880,Positive,Positive
136910,Positive,Positive
137040,Positive,Positive
137060,Positive,Positive
137100,Positive,Positive
137150,Positive,Positive
137260,Positive,Positive
137340,Positive,Positive
137360,Positive,Positive
137380,Positive,Positive
137400,Positive,Positive
137530,Positive,Positive
137540,Positive,Positive
137550,Positive,Positive
137580,Positive,Positive
137630,Positive,Positive
137660,Positive,Positive
137720,Positive,Positive
137730,Positive,Positive
137840,Positive,Positive
137870,Positive,Positive
137880,Positive,Positive
137950,Positive,Positive
138000,Positive,Positive
138040,Positive,Positive
138060,Positive,Positive
138080,Positive,Positive
138250,Positive,Positive
138280,Positive,Positive
138550,Positive,Positive
138570,Positive,Positive
138600,Positive,Positive
138670,Positive,Positive
138680,Positive,Positive
138880,Positive,Positive
139000,Positive,Positive
139010,Positive,Positive
139090,Positive,Positive
139150,Positive,Positive
139180,Positive,Positive
139260,Positive,Positive
139580,Positive,Positive
139630,Positive,Positive
139650,Positive,Positive
139670,Positive,Positive
139700,Positive,Positive
139760,Positive,Positive
140000,Positive,Positive
140030,Positive,Positive
140090,Positive,Positive
140460,Positive,Positive
140490,Positive,Positive
140510,Positive,Positive
140550,Positive,Positive
140640,Positive,Positive
140680,Positive,Positive
140750,Positive,Positive
140820,Positive,Positive
140850,Positive,Positive
141090,Positive,Positive
141140,Positive,Positive
141280,Positive,Positive
141360,Positive,Positive
141370,Positive,Positive
141450,Positive,Positive
141500,Positive,Positive
141560,Positive,Positive
141620,Positive,Positive
141630,Positive,Positive
141650,Positive,Positive
141720,Positive,Positive
141780,Positive,Positive
141810,Positive,Positive
141820,Positive,Positive
141970,Positive,Positive
142000,Positive,Positive
142010,Positive,Positive
142090,Positive,Positive
142110,Positive,Positive
142240,Positive,Positive
142320,Positive,Positive
142340,Positive,Positive
142400,Positive,Positive
142420,Positive,Positive
142470,Positive,Positive
142690,Positive,Positive
142710,Positive,Positive
142740,Positive,Positive
142750,Positive,Positive
142820,Positive,Positive
142830,Positive,Positive
142890,Positive,Positive
143020,Positive,Positive
143130,Positive,Positive
143140,Positive,Positive
143320,Positive,Positive
143390,Positive,Positive
143420,Positive,Positive
143530,Positive,Positive
143580,Positive,Positive
143680,Positive,Positive
143750,Positive,Positive
143760,Positive,Positive
143850,Positive,Positive
144090,Positive,Positive
144200,Positive,Positive
144210,Positive,Positive
144250,Positive,Positive
144360,Positive,Positive
144380,Positive,Positive
144530,Positive,Positive
144550,Positive,Positive
144570,Positive,Positive
144600,Positive,Positive
144630,Positive,Positive
144700,Positive,Positive
144730,Positive,Positive
144810,Positive,Positive
144880,Positive,Positive
144960,Positive,Positive
144980,Positive,Positive
145000,Positive,Positive
145080,Positive,Positive
145110,Positive,Positive
145190,Positive,Positive
145270,Positive,Positive
145350,Positive,Positive
145400,Positive,Positive
145430,Positive,Positive
145440,Positive,Positive
145480,Positive,Positive
145540,Positive,Positive
145570,Positive,Positive
145720,Positive,Positive
145770,Positive,Positive
145800,Positive,Positive
145880,Positive,Positive
145900,Positive,Positive
146020,Positive,Positive
146100,Positive,Positive
146140,Positive,Positive
146230,Positive,Positive
146250,Positive,Positive
146320,Positive,Positive
146390,Positive,Positive
146480,Positive,Positive
146520,Positive,Positive
146700,Positive,Positive
146730,Positive,Positive
146750,Positive,Positive
146850,Positive,Positive
146890,Positive,Positive
146970,Positive,Positive
146980,Positive,Positive
147040,Positive,Positive
147100,Positive,Positive
147130,Positive,Positive
147210,Positive,Positive
147240,Positive,Positive
147260,Positive,Positive
147420,Positive,Positive
147460,Positive,Positive
147500,Positive,Positive
147530,Positive,Positive
147650,Positive,Positive
147670,Positive,Positive
147850,Positive,Positive
147910,Positive,Positive
147920,Positive,Positive
147990,Positive,Positive
148020,Positive,Positive
148130,Positive,Positive
148190,Positive,Positive
148350,Positive,Positive
148520,Positive,Positive
148530,Positive,Positive
148540,Positive,Positive
148570,Positive,Positive
148670,Positive,Positive
148790,Positive,Positive
149040,Positive,Positive
149060,Positive,Positive
149130,Positive,Positive
149200,Positive,Positive
149210,Positive,Positive
149300,Positive,Positive
149380,Positive,Positive
149400,Positive,Positive
149500,Positive,Positive
149530,Positive,Positive
149570,Positive,Positive
149600,Positive,Positive
149690,Positive,Positive
149710,Positive,Positive
149800,Positive,Positive
149860,Positive,Positive
150010,Positive,Positive
150020,Positive,Positive
150150,Positive,Positive
150250,Positive,Positive
150410,Positive,Positive
150600,Positive,Positive
150610,Positive,Positive
150690,Positive,Positive
150750,Positive,Positive
150760,Positive,Positive
150820,Positive,Positive
150900,Positive,Positive
151000,Positive,Positive
151030,Positive,Positive
151100,Positive,Positive
151190,Positive,Positive
151210,Positive,Positive
151250,Positive,Positive
151290,Positive,Positive
151350,Positive,Positive
151520,Positive,Positive
151590,Positive,Positive
151660,Positive,Positive
151700,Positive,Positive
151730,Positive,Positive
151800,Positive,Positive
151850,Positive,Positive
151860,Positive,Positive
151900,Positive,Positive
152120,Positive,Positive
152140,Positive,Positive
152160,Positive,Positive
152190,Positive,Positive
152240,Positive,Positive
152250,Positive,Positive
152580,Positive,Positive
152670,Positive,Positive
152770,Positive,Positive
152900,Positive,Positive
153220,Positive,Positive
153260,Positive,Positive
153290,Positive,Positive
153330,Positive,Positive
153420,Positive,Positive
153460,Positive,Positive
153550,Positive,Positive
153630,Positive,Positive
153890,Positive,Positive
153920,Positive,Positive
154060,Positive,Positive
154180,Positive,Positive
154250,Positive,Positive
154270,Positive,Positive
154290,Positive,Positive
154310,Positive,Positive
154430,Positive,Positive
154630,Positive,Positive
154680,Positive,Positive
154730,Positive,Positive
154780,Positive,Positive
154800,Positive,Positive
154900,Positive,Positive
154920,Positive,Positive
155050,Positive,Positive
155080,Positive,Positive
155220,Positive,Positive
155250,Positive,Positive
155260,Positive,Positive
155400,Positive,Positive
155460,Positive,Positive
155490,Positive,Positive
155540,Positive,Positive
155560,Positive,Positive
155610,Positive,Positive
155670,Positive,Positive
155740,Positive,Positive
155780,Positive,Positive
155810,Positive,Positive
155870,Positive,Positive
155920,Positive,Positive
155930,Positive,Positive
156120,Positive,Positive
156230,Positive,Positive
156280,Positive,Positive
156330,Positive,Positive
156360,Positive,Positive
156430,Positive,Positive
156500,Positive,Positive
156510,Positive,Positive
156610,Positive,Positive
156650,Positive,Positive
156680,Positive,Positive
156740,Positive,Positive
156770,Positive,Positive
156800,Positive,Positive
156810,Positive,Positive
156830,Positive,Positive
156860,Positive,Positive
156880,Positive,Positive
156930,Positive,Positive
156940,Positive,Positive
157020,Positive,Positive
157070,Positive,Positive
157260,Positive,Positive
157480,Positive,Positive
157530,Positive,Positive
157600,Positive,Positive
157770,Positive,Positive
157850,Positive,Positive
158070,Positive,Positive
158120,Positive,Positive
158150,Positive,Positive
158200,Positive,Positive
158310,Positive,Positive
158330,Positive,Positive
158380,Positive,Positive
158420,Positive,Positive
158460,Positive,Positive
158520,Positive,Positive
158710,Positive,Positive
158750,Positive,Positive
158760,Positive,Positive
158780,Positive,Positive
158800,Positive,Positive
158930,Positive,Positive
158940,Positive,Positive
159190,Positive,Positive
159240,Positive,Positive
159280,Positive,Positive
159340,Positive,Positive
159470,Positive,Positive
159590,Positive,Positive
159600,Positive,Positive
159720,Positive,Positive
159910,Positive,Positive
159950,Positive,Positive
159990,Positive,Positive
160030,Positive,Positive
160040,Positive,Positive
160250,Positive,Positive
160290,Positive,Positive
160370,Positive,Positive
160550,Positive,Positive
160650,Positive,Positive
160800,Positive,Positive
160890,Positive,Positive
160930,Positive,Positive
160960,Positive,Positive
160970,Positive,Positive
161030,Positive,Positive
161160,Positive,Positive
161170,Positive,Positive
161200,Positive,Positive
161230,Positive,Positive
161430,Positive,Positive
161490,Positive,Positive
161510,Positive,Positive
161540,Positive,Positive
161570,Positive,Positive
161790,Positive,Positive
161890,Positive,Positive
161960,Positive,Positive
162020,Positive,Positive
162310,Positive,Positive
162480,Positive,Positive
162520,Positive,Positive
162650,Positive,Positive
162680,Positive,Positive
162730,Positive,Positive
162810,Positive,Positive
162940,Positive,Positive
162960,Positive,Positive
